Libellé;;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2-M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3-M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Banques centrales nationales - Administrations centrales et IFM - Agrégat de monnaie M1 - Inférieur ou égal à 3 mois - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Banques centrales nationales - Administrations centrales et IFM - Agrégat de monnaie M2 - Inférieur ou égal à 3 mois - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Banques centrales nationales - Administrations centrales et IFM - Agrégat de monnaie M3 - Inférieur ou égal à 3 mois - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2-M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3-M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2-M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3-M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée
IdBank;;000652874;000652875;000652876;000652877;000652878;000652879;000652880;000652881;000653043;000653044;000653045;000659160;000659161;000659162;000803639;000803640;000810031;000810032;000810033;000810034;000810050;000810186;000810187;000810188
Année;Mois
2007;11;3 826 823;35 832;7 260 775;56 183;;8 567 350;87 242;;593 709;1 200 696;1 755 623;-7 872;3 422;22 637;;;10,7847;;12,1639;;5,7649;5,6974;13,6153;15,2379
2007;10;3 792 045;-25 729;7 208 200;62 701;;8 483 530;90 187;;601 813;1 197 720;1 733 657;-2 774;19 157;39 943;;;11,0986;;12,2219;;6,1837;6,8802;13,2511;14,0104
2007;9;3 819 098;71 951;7 115 954;99 539;;8 372 771;94 776;;604 774;1 178 922;1 701 296;11 362;14 159;17 924;;;10,3350;;11,4280;;6,3708;6,9788;11,7619;13,0030
2007;8;3 750 010;-77 206;7 023 610;-14 774;;8 288 161;12 735;;593 820;1 165 528;1 684 420;-13 303;-5 395;-1 873;;;10,4531;;11,5404;;6,2877;7,2010;11,7589;12,0986
2007;7;3 826 873;-17 209;7 037 729;34 171;;8 277 644;50 653;;607 116;1 170 916;1 687 299;-7 041;7 186;16 328;;;10,3177;;11,5848;;6,7573;6,7797;11,7083;12,9548
2007;6;3 844 798;67 348;7 005 391;95 646;;8 229 502;75 567;;614 285;1 163 977;1 671 314;27 667;31 835;8 120;;;9,7078;;11,1068;;6,4758;7,4968;11,0975;13,1912
2007;5;3 776 267;22 933;6 909 370;45 210;;8 152 075;76 384;;586 647;1 132 200;1 663 314;-9 138;-4 018;20 751;;;9,3055;;10,6429;;6,0129;4,8335;9,7819;12,0687
2007;4;3 752 669;18 526;6 862 520;51 970;;8 068 372;70 583;;595 678;1 136 012;1 639 614;7 859;13 032;31 270;;;8,7180;;10,1741;;5,9335;3,9671;8,4906;10,0396
2007;3;3 735 333;62 099;6 814 202;125 313;;8 002 493;161 503;;588 073;1 123 444;1 609 039;15 400;32 954;43 582;;;9,7412;;11,1894;;7,4135;8,3312;10,7707;12,8367
2007;2;3 673 966;-6 499;6 690 632;7 306;;7 843 725;36 128;;572 782;1 090 682;1 566 920;717;3 341;4 102;;;8,7579;;10,0049;;6,4844;6,5325;8,3961;10,5836
2007;1;3 681 760;-83 420;6 686 533;-59 924;;7 811 060;5 387;;572 263;1 087 707;1 563 376;-29 006;-18 221;12 716;;;8,9993;;9,9641;;6,5959;4,7483;7,4484;10,9962
2006;12;3 756 487;139 847;6 728 381;201 474;;7 789 254;166 988;;601 102;1 105 614;1 550 265;38 213;46 671;17 778;;;9,5028;;9,9817;;7,9147;7,3520;8,3558;10,7115
2006;11;3 609 723;47 915;6 520 498;68 761;;7 617 577;81 671;;562 897;1 058 944;1 532 239;-1 148;-379;3 468;;;8,8683;;9,3711;;6,7158;7,6019;8,3762;11,1220
2006;10;3 563 542;-17 858;6 457 085;12 098;;7 557 334;27 275;;563 771;1 059 366;1 530 164;-2 076;3 049;21 772;;;8,1468;;8,4622;;6,1850;6,9117;7,3574;9,5817
2006;9;3 581 355;64 663;6 445 069;96 835;;7 533 163;92 541;;565 838;1 056 318;1 508 433;11 771;12 647;3 841;;;8,6167;;8,6812;;7,5915;9,1754;8,2847;9,4429
2006;8;3 515 911;-56 609;6 346 330;-21 163;;7 430 043;14 347;;553 926;1 043 445;1 504 340;-14 650;-5 306;9 680;;;8,4156;;8,2228;;7,3683;7,6475;7,1076;8,4679
2006;7;3 572 525;-25 550;6 368 040;-4 317;;7 406 229;13 645;;568 801;1 049 007;1 484 703;-2 757;705;17 436;;;8,1194;;7,7146;;7,3884;7,3848;6,4791;7,0630
2006;6;3 598 128;47 607;6 372 505;63 864;;7 395 887;37 213;;571 572;1 048 327;1 467 364;11 873;16 449;-7 521;;;8,9136;;8,3383;;8,7402;10,6861;8,1350;8,4757
2006;5;3 550 136;18 923;6 307 711;7 426;;7 361 154;38 045;;559 599;1 031 735;1 479 543;-13 460;-15 991;-8 451;;;9,0950;;8,7386;;9,9920;11,9807;8,1662;8,6664
2006;4;3 532 340;65 898;6 303 098;106 101;;7 329 743;130 497;;573 307;1 048 087;1 488 030;30 371;33 362;64 583;;;9,6131;;8,9288;;10,4928;13,7953;9,2761;10,9037
2006;3;3 468 223;27 904;6 201 156;59 010;;7 203 251;69 426;;543 304;1 015 264;1 424 195;5 295;8 190;10 313;;;8,8526;;8,3626;;9,6306;9,0935;7,4391;8,9261
2006;2;3 442 043;-2 479;6 146 054;20 299;;7 143 901;30 241;;538 330;1 007 550;1 414 579;-8 480;-5 772;8 943;;;8,4865;;7,7669;;9,7324;9,7933;7,4263;8,1840
2006;1;3 443 059;-35 178;6 122 522;-26 633;;7 111 343;6 063;;546 551;1 012 933;1 405 077;-13 789;-8 353;7 852;;;8,2109;;7,4695;;9,9750;10,2623;7,3016;8,0703
2005;12;3 479 634;91 901;6 152 865;149 447;;7 116 793;113 648;;560 569;1 021 812;1 397 923;36 855;43 319;21 125;;;8,6750;;7,5156;;11,6489;11,5724;8,1248;8,5205
2005;11;3 378 506;28 152;5 995 707;23 589;;6 994 659;16 752;;523 714;978 513;1 376 010;-4 454;-9 635;-16 124;;;8,1319;;7,5107;;10,1373;9,5201;6,6421;8,4311
2005;10;3 349 342;27 220;5 970 256;36 965;;6 962 033;39 074;;527 874;987 736;1 386 945;9 041;11 277;17 993;;;8,5661;;7,9041;;11,1448;10,4546;7,9990;9,4030
2005;9;3 322 536;53 210;5 932 975;78 304;;6 918 732;56 169;;518 804;976 416;1 368 414;3 584;1 090;-8 782;;;8,7237;;8,3316;;10,6329;10,3756;8,5164;10,1681
2005;8;3 268 607;-52 024;5 852 923;-35 615;;6 862 844;-19 053;;515 086;975 101;1 376 937;-14 913;-10 744;-9 034;;;8,4148;;8,0313;;11,3176;11,2167;9,2531;9,9313
2005;7;3 321 767;17 835;5 890 029;38 994;;6 882 925;52 227;;530 086;985 977;1 386 140;13 320;15 753;34 122;;;8,4769;;8,0565;;11,5440;11,9215;9,8087;10,5770
2005;6;3 304 394;76 834;5 851 942;68 227;;6 830 660;59 331;;516 863;970 358;1 352 222;16 581;15 497;-4 522;;;8,1500;;7,7005;;10,9988;10,4478;8,8590;9,9204
2005;5;3 064 082;30 113;5 778 327;34 046;;6 765 832;46 650;;500 019;954 496;1 356 294;-3 851;-4 939;19 753;;;7,4912;;7,2194;;10,0009;8,0716;7,5496;10,5138
2005;4;3 031 052;33 120;5 738 282;57 105;;6 713 297;84 989;;503 167;958 450;1 335 319;6 100;14 626;34 731;;;7,5716;;6,9492;;9,6550;9,7320;8,7224;8,8258
2005;3;2 997 574;26 858;5 680 387;35 020;;6 627 776;27 507;;497 015;943 747;1 300 467;7 974;7 495;557;;;7,1685;;6,4860;;9,4214;8,9325;7,9711;8,4910
2005;2;2 970 119;4 418;5 643 364;4 322;;6 599 811;9 742;;488 797;935 901;1 300 724;-5 594;-6 460;6 869;;;7,1874;;6,5109;;10,0737;9,9334;8,2904;8,0473
2005;1;2 965 989;14 619;5 637 298;-333;;6 581 636;8 416;;494 608;942 665;1 294 246;-6 514;-533;12 560;;;7,1557;;6,8121;;9,9775;11,3708;9,3550;8,6939
2004;12;2 948 883;38 736;5 632 265;109 495;;6 568 177;104 817;;500 740;942 619;1 280 870;24 166;27 423;18 336;;;6,5889;;6,5517;;8,4440;7,8287;7,1203;8,2156
2004;11;2 913 705;50 526;5 528 865;43 822;;6 469 651;39 099;;476 807;915 651;1 263 139;11;2 600;-3 507;;;6,4044;;5,9301;;9,6224;9,9330;8,4925;7,9447
2004;10;2 865 999;10 142;5 490 285;41 928;;6 436 022;61 415;;477 263;913 745;1 267 555;7 844;14 747;25 150;;;6,6289;;6,1140;;9,7478;10,6419;8,3838;8,3538
2004;9;2 857 107;63 095;5 451 083;56 674;;6 376 622;34 202;;469 723;899 444;1 242 971;6 778;7 066;-10 677;;;6,2259;;5,9869;;9,5411;8,9135;6,7823;6,9673
2004;8;2 795 674;-38 722;5 397 916;-29 732;;6 345 494;-16 130;;463 251;892 818;1 254 194;-10 411;-5 270;-856;;;5,4616;;5,3937;;9,0317;8,7461;6,1094;6,4281
2004;7;2 834 795;1 368;5 428 440;19 629;;6 362 233;27 401;;473 774;898 237;1 255 241;5 739;6 637;23 578;;;5,9873;;5,5575;;9,9521;9,5926;5,9090;6,0676
2004;6;2 833 384;44 227;5 408 012;30 347;;6 334 161;26 872;;467 920;891 444;1 231 466;5 060;3 563;2 514;;;5,5110;;5,2081;;9,1003;9,4604;6,3469;5,5788
2004;5;2 788 600;18 727;5 377 365;35 730;;6 303 754;27 703;;462 825;887 864;1 228 854;3 489;5 029;-871;;;5,5311;;4,9110;;9,7169;9,7607;5,9065;4,0957
2004;4;2 770 661;24 421;5 344 467;33 285;;6 279 745;52 525;;459 531;883 090;1 230 783;2 239;7 424;28 301;;;6,1643;;5,3658;;10,5999;10,5310;6,1586;3,9870
2004;3;2 745 527;40 707;5 310 219;33 660;;6 225 884;27 287;;457 111;875 421;1 201 844;11 425;9 511;-4 417;;;6,5354;;6,0129;;10,9830;11,5218;6,8025;5,2391
2004;2;2 703 312;1 660;5 273 548;2 482;;6 197 448;26 614;;445 387;865 524;1 205 812;719;2 512;13 501;;;7,0668;;6,3735;;11,4324;10,0104;6,8713;5,7386
2004;1;2 702 875;-24 695;5 271 712;-28 326;;6 172 324;-7 162;;444 673;863 029;1 192 371;-20 648;-18 494;6 358;;;7,6244;;6,6323;;11,8360;9,2524;6,5911;4,3196
2003;12;2 727 088;64 841;5 295 799;93 916;;6 178 652;62 868;;465 056;881 158;1 185 573;30 941;36 476;14 042;;;7,4783;;6,9438;;10,1068;9,3006;7,3598;4,8140
2003;11;2 667 754;49 244;5 206 044;52 137;;6 119 709;47 471;;434 641;845 469;1 172 445;2 797;1 554;1 186;;;7,7795;;7,5077;;10,9432;7,3933;5,7613;4,2502
2003;10;2 620 362;4 342;5 157 878;19 943;;6 069 064;50 674;;432 213;844 469;1 171 689;353;1 162;8 350;;;8,1435;;8,0511;;11,6674;9,0813;6,9279;5,2486
2003;9;2 615 593;45 837;5 136 978;16 556;;6 017 478;-1 424;;431 797;843 217;1 163 229;5 579;1 317;-15 949;;;8,1635;;7,5621;;11,0486;6,6675;5,8814;3,8585
2003;8;2 573 150;-13 786;5 125 966;-2 661;;6 026 969;-5 941;;426 794;842 803;1 180 482;-6 214;-6 573;-4 818;;;8,7652;;8,4674;;12,0904;8,1282;7,3612;5,8272
2003;7;2 584 795;-18 936;5 124 234;-4 520;;6 028 347;6 034;;432 673;848 840;1 184 625;4 749;9 766;16 850;;;8,6523;;8,8450;;11,4137;8,6441;8,2470;6,9814
2003;6;2 605 444;55 331;5 130 101;29 817;;6 020 728;8 590;;430 014;841 111;1 166 131;5 988;-124;-14 352;;;8,3885;;8,4764;;11,1417;6,8500;7,3699;5,7557
2003;5;2 561 474;37 557;5 109 432;64 296;;6 021 151;52 395;;436 876;853 918;1 193 068;6 323;6 859;-2 095;;;8,8149;;8,8182;;11,6983;8,7159;8,4228;6,6879
2003;4;2 527 118;30 945;5 052 347;48 986;;5 977 504;86 171;;431 181;847 969;1 196 317;5 917;12 206;41 306;;;8,0803;;8,8178;;10,7699;6,2180;6,6830;6,8750
2003;3;2 497 509;46 986;5 006 352;56 461;;5 889 675;45 705;;425 515;836 122;1 151 483;4 944;9 623;1 227;;;7,9396;;8,0828;;11,4156;6,4173;7,0111;5,2572
2003;2;2 451 197;10 345;4 951 523;27 975;;5 845 442;39 220;;420 690;826 673;1 150 523;-2 235;232;-2 594;;;7,3373;;8,0073;;9,8448;6,0473;6,3669;5,0007
2003;1;2 440 875;-60 928;4 923 614;-33 369;;5 805 923;10 216;;422 948;826 467;1 153 134;-19 657;-11 738;11 608;;;6,4831;;7,2935;;8,8502;3,6855;5,1411;4,5978
2002;12;2 499 429;77 475;4 981 449;101 858;;5 807 825;89 145;;446 985;842 732;1 146 155;22 357;22 685;7 451;;;6,5139;;6,8478;;9,5797;10,7621;8,5986;6,8944
2002;11;2 414 586;59 920;4 875 496;65 045;;5 714 499;72 897;;425 896;821 569;1 140 367;9 289;10 458;11 978;;;7,0626;;7,2299;;9,4696;14,1521;10,0874;7,2431
2002;10;2 355 081;-9 199;4 811 015;19 496;;5 643 921;21 685;;416 702;811 252;1 130 105;-9 082;-6 891;-6 964;;;6,8162;;6,9873;;8,4309;11,8045;8,8727;6,5984
2002;9;2 364 441;62 974;4 792 133;41 853;;5 622 658;45 606;;425 804;818 175;1 137 115;11 173;12 536;5 873;;;6,4821;;7,0999;;8,3052;14,0166;10,1131;8,4909
2002;8;2 301 453;-26 398;4 750 263;-7 411;;5 576 688;13 859;;414 656;805 679;1 131 854;-4 045;357;7 639;;;6,6645;;7,1319;;8,3254;11,4964;8,3721;7,8178
2002;7;2 328 109;-22 772;4 758 307;-15 770;;5 562 734;-13 294;;418 784;805 436;1 124 338;-2 379;2 739;3 169;;;6,4988;;7,0084;;7,6613;8,7063;7,3383;5,8478
2002;6;2 349 754;61 198;4 768 158;46 301;;5 569 626;25 427;;420 896;802 316;1 120 750;12 838;7 686;-3 739;;;6,6536;;7,2239;;7,6339;9,3643;7,8477;6,8215
2002;5;2 290 532;14 639;4 728 195;27 718;;5 549 585;48 245;;408 753;795 646;1 125 659;-3 571;-6 494;-1;;;6,7578;;7,6242;;6,8579;10,8226;9,2951;9,3816
2002;4;2 278 113;40 947;4 706 318;39 560;;5 506 616;42 533;;412 854;802 923;1 126 526;6 431;13 988;22 308;;;6,4842;;7,3138;;7,0437;10,4750;9,6789;8,9132
2002;3;2 238 652;10 695;4 670 235;26 747;;5 468 340;38 641;;406 798;789 483;1 104 791;3 323;4 359;-1 521;;;6,5071;;7,4017;;6,8102;10,4789;8,6705;7,6862
2002;2;2 228 301;-10 872;4 644 451;-10 808;;5 431 229;550;;403 559;785 279;1 107 884;-11 386;-8 933;-6 776;;;6,4903;;7,4504;;6,8007;8,8556;8,1913;7,9250
2002;1;2 239 338;-40 653;4 655 663;-30 036;;5 430 258;-13 082;;414 970;794 248;1 114 716;8 639;14 419;34 902;;;6,8981;;7,8714;;7,3228;10,6949;8,5917;8,6001
2001;12;2 278 976;68 637;4 684 363;119 386;;5 446 740;102 772;;406 124;779 508;1 080 326;31 708;31 201;10 503;;;6,3020;;7,7544;;5,6775;5,7001;6,7194;7,8938
2001;11;2 210 574;34 189;4 565 041;50 490;;5 343 830;56 202;;374 323;748 235;1 069 767;474;1 280;4 816;;;6,0249;;7,7873;;5,9325;4,2098;6,7182;7,9776
2001;10;2 175 722;-11 038;4 512 933;4 182;;5 289 731;25 859;;373 699;746 700;1 064 666;-736;2 140;12 125;;;5,5594;;7,3899;;5,3879;4,2322;6,9077;8,1774
2001;9;2 187 299;58 648;4 508 739;47 017;;5 263 162;44 196;;374 337;744 412;1 052 433;1 582;-371;-1 104;;;5,4611;;6,9622;;5,7989;3,0257;5,9977;6,6903
2001;8;2 128 380;-37 722;4 461 073;-13 927;;5 211 886;6 956;;372 693;744 686;1 053 424;-13 312;-6 846;-12 375;;;4,4292;;5,9176;;3,5654;3,0401;6,0716;6,5275
2001;7;2 167 979;-21 792;4 479 923;-8 349;;5 209 922;-1 967;;386 513;752 314;1 066 676;142;6 106;12 711;;;4,4587;;5,5919;;3,5535;4,6663;6,3478;7,4152
2001;6;2 191 444;41 534;4 492 195;47 920;;5 216 143;43 112;;386 769;746 818;1 054 664;16 715;16 945;21 255;;;4,5353;;5,5443;;4,4415;5,3816;6,8414;7,7930
2001;5;2 150 338;17 412;4 445 379;14 648;;5 174 262;30 058;;370 121;730 081;1 033 550;-4 396;-3 372;-4 442;;;3,7182;;4,4617;;3,3055;3,4612;5,8588;5,2753
2001;4;2 129 763;33 684;4 422 968;38 097;2 342 570;5 135 594;43 794;913 060;373 863;732 479;1 036 916;5 832;6 074;8 940;4 898;12 013;3,2893;4,5897;3,8880;15,9795;1,7528;3,5807;5,9209;5,5538
2001;3;2 096 001;9 818;4 385 080;24 389;2 337 920;5 090 550;38 220;900 160;368 065;726 487;1 027 729;-2 435;810;863;13 566;26 408;3,3137;4,2796;3,9166;15,1188;2,1014;4,6204;6,5746;6,8576
2001;2;2 084 013;21;4 355 582;6 521;2 321 874;5 047 547;20 207;871 741;370 030;724 863;1 026 015;-4 117;-5 542;143;5 658;23 112;2,9174;3,5060;3,7226;16,3543;2,1771;5,8700;6,8357;8,8933
2001;1;2 083 703;-70 842;4 348 577;-52 589;2 316 015;5 026 842;-17 571;848 501;374 124;730 351;1 025 817;-9 496;683;25 577;18 575;38 532;2,7003;3,5238;3,6747;17,8533;1,7217;5,7956;6,5692;8,6981
2000;12;2 084 600;67 774;4 299 631;98 861;2 210 708;4 910 331;94 439;791 508;382 733;728 797;999 380;24 894;29 220;10 499;30 201;-6 764;3,7692;1,8781;4,2342;14,0436;5,6839;6,4514;5,9022;7,0931
2000;11;2 020 878;21 006;4 210 799;28 254;2 186 310;4 832 422;33 144;813 197;358 633;700 917;990 324;532;2 442;6 285;6 003;14 736;3,6972;2,5270;3,8628;12,2223;5,1020;6,2438;5,6940;6,3952
